Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,VSA,use_Alcohol,use_Amphet,use_Amyl,use_Benzos,use_Caff,use_Cannabis,use_Choc,use_Coke,use_Crack,use_Ecstasy,use_Heroin,use_Ketamine,use_Legalh,use_LSD,use_Meth,use_Shrooms,use_Nicotine,use_VSA,hard_usage,soft_usage,drug_usage
18-24,Female,"Some college or university, no certificate or degree",48.0,36.0,49.0,39.0,34.0,0.52975,1.92173,6,3,0,2,6,6,5,3,0,4,0,0,4,0,0,0,6,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Male,Professional certificate/ diploma,41.0,43.0,57.0,43.0,38.0,0.52975,0.7654,6,3,3,0,6,3,4,3,0,4,0,4,3,0,0,0,6,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Female,"Some college or university, no certificate or degree",41.0,45.0,52.0,42.0,40.0,1.29221,1.2247,6,0,3,2,6,6,4,3,0,4,3,3,3,4,2,4,6,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
25-34,Male,"Some college or university, no certificate or degree",19.0,43.0,50.0,47.0,47.0,-1.37983,-0.8463700000000001,4,4,0,4,6,4,5,0,0,0,0,0,0,0,4,2,5,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1
35-44,Female,Masters degree,48.0,29.0,46.0,58.0,36.0,-0.21711999999999998,-2.07848,6,0,0,0,6,6,6,0,0,3,0,0,0,0,0,2,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
18-24,Female,"Some college or university, no certificate or degree",38.0,34.0,51.0,56.0,49.0,0.52975,1.2247,5,0,0,3,6,3,4,0,0,0,0,0,3,0,0,0,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",43.0,39.0,50.0,38.0,45.0,-0.71126,0.07987000000000001,6,3,0,6,6,6,6,4,0,3,0,0,6,0,5,0,6,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1
35-44,Female,Masters degree,42.0,39.0,32.0,42.0,34.0,0.88113,0.40148,6,1,0,2,6,1,3,1,0,1,0,0,0,1,0,1,6,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
35-44,Male,University degree,38.0,24.0,31.0,34.0,31.0,1.8620299999999999,0.7654,6,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
25-34,Male,"Some college or university, no certificate or degree",46.0,36.0,47.0,49.0,38.0,0.88113,-0.21575,5,3,2,2,6,5,5,3,4,2,0,5,3,5,0,3,6,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
25-34,Female,Masters degree,45.0,37.0,36.0,48.0,37.0,-1.37983,-0.52593,6,0,0,0,6,3,6,3,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",43.0,48.0,55.0,49.0,35.0,1.29221,1.2247,6,3,0,0,6,5,6,3,0,0,0,3,3,0,3,3,6,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1
25-34,Female,Masters degree,49.0,48.0,57.0,26.0,32.0,1.29221,1.2247,5,0,0,5,6,3,4,5,0,1,3,1,4,1,5,0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",48.0,31.0,49.0,43.0,44.0,-1.37983,-1.5485799999999998,5,3,0,4,5,3,5,2,0,2,0,2,2,2,3,0,3,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1
18-24,Male,Masters degree,23.0,55.0,49.0,38.0,46.0,0.88113,1.92173,6,0,0,3,6,6,4,5,0,0,0,0,6,0,0,0,6,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Male,Professional certificate/ diploma,25.0,44.0,46.0,45.0,38.0,-0.21711999999999998,-0.52593,5,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,4,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
18-24,Female,"Some college or university, no certificate or degree",46.0,43.0,55.0,53.0,37.0,0.88113,0.7654,5,3,0,3,6,5,4,3,0,5,0,3,2,3,0,3,5,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1
25-34,Male,Doctorate degree,22.0,39.0,51.0,30.0,44.0,0.19268,1.2247,5,2,2,3,6,5,3,4,0,5,0,0,0,0,2,0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",29.0,37.0,39.0,41.0,40.0,-0.21711999999999998,-0.21575,5,0,0,3,6,6,4,0,0,3,0,0,3,3,0,4,6,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
18-24,Male,Left school at 18 years ,48.0,36.0,35.0,30.0,26.0,1.29221,1.92173,6,5,0,4,5,5,5,6,0,4,5,0,4,3,5,3,6,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1
18-24,Female,"Some college or university, no certificate or degree",40.0,36.0,49.0,41.0,39.0,-0.21711999999999998,-0.21575,5,0,0,2,4,6,4,2,0,2,0,0,2,2,0,3,3,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1
25-34,Male,Left school at 16 years ,28.0,48.0,56.0,39.0,46.0,0.19268,0.40148,6,2,2,4,5,4,5,2,0,4,0,4,3,6,0,3,6,6,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1
25-34,Female,"Some college or university, no certificate or degree",38.0,39.0,51.0,47.0,51.0,-1.37983,-1.18084,4,2,2,3,5,5,4,2,2,2,0,0,2,0,2,2,2,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
35-44,Female,Left school at 18 years ,39.0,31.0,38.0,31.0,31.0,0.19268,0.40148,4,5,0,3,5,4,5,2,0,0,0,0,6,1,2,1,3,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Male,University degree,43.0,32.0,37.0,40.0,39.0,0.52975,0.40148,5,4,0,4,6,6,3,0,0,0,0,0,4,0,0,3,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",30.0,39.0,51.0,49.0,40.0,-0.71126,0.40148,5,0,0,0,6,5,5,0,0,3,0,0,5,5,3,0,3,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1
45-54,Female,Masters degree,30.0,40.0,56.0,47.0,48.0,-1.37983,-0.52593,5,1,1,0,2,1,6,1,0,0,1,0,0,1,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Female,Left school at 18 years ,33.0,44.0,36.0,44.0,47.0,1.29221,0.07987000000000001,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Female,University degree,48.0,52.0,56.0,42.0,38.0,1.29221,1.2247,5,0,0,3,5,4,6,0,0,0,0,0,0,4,0,4,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1
25-34,Male,"Some college or university, no certificate or degree",21.0,39.0,52.0,33.0,45.0,-0.21711999999999998,0.07987000000000001,5,2,0,2,4,6,5,2,2,4,0,0,0,3,0,3,5,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,1
25-34,Male,Masters degree,29.0,44.0,56.0,47.0,46.0,-0.21711999999999998,1.2247,5,4,3,3,6,6,6,2,0,2,0,0,3,3,0,4,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",13.0,43.0,54.0,50.0,33.0,0.88113,0.7654,4,0,0,0,4,6,5,0,0,0,0,0,3,4,0,0,5,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1
35-44,Female,Left school at 17 years,48.0,35.0,50.0,45.0,52.0,-1.37983,-1.5485799999999998,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
35-44,Male,University degree,30.0,35.0,29.0,41.0,40.0,-2.55524,-1.18084,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Male,Left school at 18 years ,21.0,46.0,46.0,43.0,35.0,0.88113,0.07987000000000001,6,0,0,0,5,6,4,0,0,6,0,0,0,0,0,0,6,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
25-34,Female,Doctorate degree,27.0,40.0,53.0,55.0,54.0,-1.37983,-0.21575,6,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,35.0,30.0,43.0,42.0,50.0,-0.21711999999999998,-1.18084,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Male,Masters degree,40.0,40.0,48.0,39.0,43.0,0.88113,0.07987000000000001,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Male,"Some college or university, no certificate or degree",31.0,37.0,53.0,44.0,31.0,-0.21711999999999998,0.7654,5,0,2,0,6,3,5,2,0,2,0,0,2,0,0,0,6,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
18-24,Female,Masters degree,51.0,29.0,45.0,45.0,39.0,-0.71126,-1.5485799999999998,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
35-44,Female,Doctorate degree,29.0,42.0,46.0,41.0,51.0,-1.37983,-1.5485799999999998,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
35-44,Male,Left school at 18 years ,39.0,35.0,43.0,40.0,41.0,0.19268,0.7654,6,0,1,0,5,2,6,0,0,0,0,0,0,0,0,0,3,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
18-24,Male,Left school at 17 years,27.0,36.0,51.0,51.0,40.0,-0.71126,-0.21575,3,0,0,0,5,6,4,0,0,0,0,0,4,0,0,4,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1
35-44,Female,Professional certificate/ diploma,40.0,40.0,39.0,44.0,41.0,-1.37983,-1.18084,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
25-34,Female,University degree,53.0,26.0,57.0,37.0,44.0,0.19268,1.92173,3,1,1,2,6,3,6,0,0,1,0,0,0,1,0,1,3,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
45-54,Male,Professional certificate/ diploma,22.0,46.0,44.0,40.0,44.0,-0.21711999999999998,-1.5485799999999998,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
35-44,Female,Professional certificate/ diploma,41.0,30.0,36.0,44.0,33.0,-1.37983,-1.18084,4,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,39.0,51.0,45.0,45.0,46.0,0.52975,0.7654,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Female,Masters degree,25.0,50.0,48.0,50.0,50.0,-0.21711999999999998,-0.21575,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Male,Masters degree,33.0,43.0,44.0,45.0,38.0,-0.21711999999999998,-0.21575,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,2,3,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
18-24,Female,Masters degree,42.0,47.0,40.0,40.0,32.0,-0.71126,-0.8463700000000001,6,0,0,0,6,0,6,4,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
18-24,Female,University degree,35.0,39.0,49.0,45.0,45.0,-1.37983,-0.21575,5,2,2,0,6,2,4,0,0,3,0,2,3,0,0,2,2,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1
18-24,Female,Masters degree,33.0,43.0,52.0,42.0,53.0,0.52975,0.40148,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
35-44,Male,Professional certificate/ diploma,34.0,39.0,50.0,46.0,46.0,-0.71126,0.40148,6,2,0,2,6,3,5,2,0,2,0,2,0,2,0,2,1,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
18-24,Female,Masters degree,35.0,46.0,58.0,41.0,44.0,-1.37983,-0.52593,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Female,Masters degree,41.0,43.0,46.0,41.0,44.0,0.19268,-0.52593,6,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
25-34,Female,Masters degree,31.0,39.0,48.0,47.0,48.0,0.19268,-0.8463700000000001,6,6,0,3,6,0,6,0,0,0,0,0,0,0,4,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1
25-34,Female,University degree,26.0,49.0,47.0,50.0,40.0,-1.37983,0.7654,6,2,5,0,6,5,5,2,0,0,0,0,0,0,0,2,6,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
18-24,Female,Masters degree,42.0,49.0,45.0,57.0,38.0,1.29221,0.40148,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45-54,Female,Left school at 16 years ,31.0,44.0,38.0,50.0,43.0,0.19268,-0.52593,4,3,0,5,6,3,5,3,0,3,0,0,3,3,3,3,3,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1
18-24,Male,University degree,21.0,34.0,42.0,35.0,32.0,0.19268,0.7654,3,4,6,0,6,3,4,4,0,4,0,0,4,4,0,3,0,4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1,1
25-34,Female,University degree,23.0,51.0,40.0,39.0,46.0,0.88113,0.40148,6,2,0,2,6,4,5,3,0,3,0,0,0,0,0,0,5,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1
35-44,Male,Masters degree,31.0,46.0,47.0,43.0,48.0,0.88113,-0.21575,5,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
25-34,Male,Masters degree,47.0,32.0,40.0,43.0,43.0,-0.21711999999999998,-2.07848,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Male,Left school at 18 years ,30.0,35.0,56.0,54.0,33.0,-0.21711999999999998,-0.52593,5,2,3,3,5,5,4,0,0,3,0,4,3,0,0,0,6,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1
25-34,Male,"Some college or university, no certificate or degree",27.0,40.0,51.0,44.0,37.0,0.88113,0.07987000000000001,3,2,0,4,6,6,6,2,2,3,2,2,3,2,6,3,6,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1
18-24,Female,"Some college or university, no certificate or degree",36.0,37.0,46.0,37.0,37.0,-1.37983,-0.21575,4,0,0,0,6,5,4,0,0,0,0,0,3,0,0,3,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1
18-24,Female,Masters degree,24.0,48.0,48.0,46.0,46.0,-0.21711999999999998,0.40148,5,2,2,0,5,5,6,2,0,0,0,0,0,0,0,2,5,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
18-24,Male,"Some college or university, no certificate or degree",30.0,43.0,45.0,45.0,28.0,0.19268,0.7654,6,4,0,0,6,5,5,0,0,0,0,0,0,0,0,0,6,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Female,University degree,39.0,39.0,42.0,41.0,50.0,-0.71126,-0.52593,5,0,0,2,6,6,5,3,0,4,0,2,2,4,0,2,3,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Female,Masters degree,28.0,39.0,45.0,40.0,39.0,-0.21711999999999998,1.2247,6,0,3,0,5,6,5,3,0,4,0,0,0,3,0,0,6,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Female,Left school at 18 years ,26.0,42.0,57.0,37.0,28.0,0.19268,0.7654,5,0,0,0,5,4,5,0,0,4,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
25-34,Male,"Some college or university, no certificate or degree",25.0,32.0,51.0,35.0,26.0,-1.37983,0.07987000000000001,6,3,2,3,6,5,5,3,0,4,0,3,3,4,0,4,6,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
25-34,Female,Doctorate degree,34.0,38.0,43.0,56.0,52.0,-1.37983,0.07987000000000001,4,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,"Some college or university, no certificate or degree",54.0,38.0,49.0,35.0,34.0,0.19268,0.7654,5,3,2,2,3,6,5,3,0,4,2,2,0,3,3,2,6,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1
18-24,Male,University degree,47.0,47.0,53.0,42.0,38.0,1.8620299999999999,1.92173,5,4,2,3,5,4,6,2,0,4,0,4,3,2,0,2,4,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",27.0,51.0,55.0,51.0,40.0,0.19268,0.40148,6,5,3,5,6,5,5,5,0,5,0,5,3,3,0,0,6,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1
45-54,Male,"Some college or university, no certificate or degree",57.0,29.0,33.0,44.0,29.0,0.88113,-0.52593,5,3,1,6,6,1,5,3,0,1,1,2,0,1,3,2,1,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1
18-24,Female,"Some college or university, no certificate or degree",38.0,39.0,44.0,56.0,51.0,-1.37983,-1.18084,5,0,0,6,6,3,4,0,0,4,0,0,3,4,0,5,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1
45-54,Male,Doctorate degree,40.0,37.0,50.0,45.0,32.0,1.29221,0.07987000000000001,6,6,0,2,6,3,6,2,0,1,0,0,0,3,3,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,1
18-24,Male,Left school at 18 years ,27.0,31.0,41.0,36.0,46.0,-0.71126,-0.52593,5,0,4,3,6,6,6,4,0,4,0,3,3,3,3,4,6,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",12.0,43.0,46.0,51.0,54.0,-0.21711999999999998,0.7654,5,0,0,0,6,6,6,0,0,0,0,0,4,3,3,3,5,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1
45-54,Male,Left school at 16 years ,41.0,36.0,49.0,26.0,40.0,0.88113,-0.21575,3,1,1,1,6,6,6,1,0,0,3,0,0,1,0,3,1,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",45.0,40.0,54.0,42.0,31.0,1.29221,0.40148,5,0,0,3,6,6,6,0,0,3,0,0,6,4,0,4,6,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
